,Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jun-19,"1,963",128,40.97%,8.37%,13.22%,12.78%,10.57%,7.05%,8.37%,8.37%,8.81%,7.49%,8.81%,28.63%,8.37%,7.05%,7.49%,7.49%,6.61%,5.73%,4.85%,5.29%,3.96%,4.85%,23.35%,18.94%,18.50%,16.30%,13.66%,14.10%,10.13%,114,4,21.43%,14.29%,14.29%,14.29%,14.29%,7.14%,14.29%,14.29%,14.29%,14.29%,14.29%,28.57%,7.14%,14.29%,14.29%,14.29%,14.29%,14.29%,14.29%,14.29%,7.14%,7.14%,14.29%,7.14%,14.29%,0.00%,0.00%,7.14%,7.14%
29-Jun-19,"1,925",137,38.86%,9.17%,10.04%,8.30%,6.99%,5.68%,7.86%,5.68%,5.68%,5.24%,6.99%,28.38%,4.80%,4.80%,3.49%,3.06%,3.93%,4.37%,3.49%,2.18%,2.62%,1.31%,23.14%,23.14%,16.16%,13.97%,17.47%,11.79%,9.17%,109,7,66.67%,33.33%,33.33%,11.11%,22.22%,22.22%,11.11%,11.11%,11.11%,0.00%,11.11%,66.67%,11.11%,0.00%,0.00%,0.00%,11.11%,0.00%,11.11%,11.11%,0.00%,11.11%,22.22%,44.44%,33.33%,33.33%,22.22%,33.33%,33.33%
30-Jun-19,"2,059",123,43.62%,8.87%,8.87%,9.22%,7.45%,7.80%,7.45%,6.38%,7.45%,6.38%,4.96%,30.50%,4.26%,6.03%,3.90%,2.84%,2.84%,4.26%,4.61%,3.19%,3.55%,2.84%,24.82%,16.67%,14.54%,12.06%,14.54%,10.28%,8.87%,120,0,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,0.00%,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%
01-Jul-19,"2,007",114,46.12%,14.22%,11.64%,8.19%,8.62%,6.47%,6.03%,5.17%,5.17%,4.74%,5.60%,32.76%,5.60%,5.17%,6.03%,4.74%,5.17%,3.88%,2.59%,3.88%,5.17%,3.88%,24.14%,21.12%,16.38%,14.22%,13.79%,10.34%,11.21%,111,9,41.67%,0.00%,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,8.33%,0.00%,0.00%,33.33%,0.00%,8.33%,0.00%,0.00%,0.00%,8.33%,0.00%,0.00%,0.00%,0.00%,25.00%,8.33%,0.00%,0.00%,8.33%,0.00%,0.00%
02-Jul-19,"2,066",180,42.99%,9.95%,9.50%,8.60%,9.05%,9.95%,9.50%,9.95%,9.95%,7.69%,7.69%,30.77%,6.33%,6.79%,4.52%,4.52%,6.33%,4.98%,5.88%,5.88%,5.43%,4.98%,28.51%,20.36%,18.55%,14.93%,13.57%,14.48%,10.41%,123,17,50.00%,0.00%,0.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,30.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,0.00%,0.00%,30.00%,0.00%,20.00%,10.00%,10.00%,0.00%,0.00%
03-Jul-19,"2,172",134,42.18%,11.17%,8.38%,10.61%,9.78%,9.22%,8.94%,8.66%,8.94%,6.98%,5.87%,30.73%,6.42%,6.42%,6.15%,6.42%,6.15%,6.98%,5.87%,4.75%,5.03%,5.59%,25.70%,21.79%,18.44%,16.48%,14.80%,14.25%,12.01%,157,1,40.00%,6.67%,3.33%,3.33%,10.00%,6.67%,6.67%,6.67%,3.33%,0.00%,6.67%,36.67%,3.33%,10.00%,6.67%,6.67%,6.67%,10.00%,6.67%,6.67%,6.67%,3.33%,23.33%,13.33%,10.00%,10.00%,13.33%,6.67%,6.67%
04-Jul-19,"1,996",82,46.30%,9.63%,8.89%,8.89%,8.15%,7.41%,8.15%,6.67%,6.30%,4.81%,6.30%,27.41%,5.56%,5.93%,5.93%,5.56%,5.19%,4.07%,4.81%,4.81%,4.44%,5.19%,24.07%,20.00%,16.67%,13.33%,13.33%,12.22%,8.52%,145,10,34.78%,8.70%,0.00%,8.70%,13.04%,13.04%,13.04%,8.70%,4.35%,4.35%,4.35%,30.43%,4.35%,4.35%,4.35%,8.70%,4.35%,8.70%,4.35%,0.00%,8.70%,4.35%,17.39%,21.74%,17.39%,17.39%,4.35%,13.04%,8.70%
05-Jul-19,"1,979",101,42.81%,10.53%,9.47%,9.12%,8.42%,10.18%,5.26%,6.32%,4.21%,6.67%,6.32%,27.37%,5.96%,6.67%,4.91%,5.26%,4.56%,4.21%,5.61%,3.16%,3.86%,4.21%,26.32%,18.95%,15.44%,15.79%,13.33%,12.98%,10.88%,113,5,28.57%,14.29%,21.43%,7.14%,14.29%,14.29%,21.43%,14.29%,14.29%,7.14%,21.43%,28.57%,14.29%,21.43%,14.29%,7.14%,7.14%,7.14%,7.14%,7.14%,0.00%,0.00%,21.43%,21.43%,21.43%,21.43%,14.29%,14.29%,21.43%
06-Jul-19,"1,976",95,41.84%,9.50%,8.61%,7.72%,7.42%,7.12%,8.90%,6.23%,6.82%,7.72%,5.04%,29.97%,6.23%,6.53%,5.34%,7.12%,5.34%,6.23%,5.34%,4.45%,5.64%,3.56%,23.44%,18.69%,16.02%,14.84%,12.46%,11.57%,9.50%,110,11,46.67%,13.33%,0.00%,0.00%,0.00%,6.67%,6.67%,0.00%,0.00%,0.00%,0.00%,13.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,20.00%,26.67%,20.00%,20.00%,20.00%,13.33%
07-Jul-19,"2,008",154,51.37%,12.33%,9.93%,9.59%,10.62%,9.59%,10.62%,6.51%,7.53%,6.16%,5.48%,38.01%,6.51%,6.51%,6.16%,5.82%,6.85%,5.48%,4.79%,3.42%,4.45%,4.11%,27.05%,26.37%,18.84%,16.78%,15.75%,14.04%,12.67%,121,3,46.67%,6.67%,6.67%,6.67%,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.67%,0.00%,0.00%,20.00%,6.67%,0.00%,20.00%,0.00%,6.67%,6.67%
08-Jul-19,"2,008",99,43.32%,13.72%,14.08%,11.55%,12.27%,11.91%,9.03%,11.19%,9.39%,8.66%,8.66%,31.41%,9.03%,6.14%,6.14%,7.58%,7.94%,8.30%,8.66%,8.30%,7.22%,6.50%,24.55%,24.91%,20.58%,18.41%,17.69%,18.41%,14.08%,120,10,40.00%,20.00%,26.67%,13.33%,13.33%,20.00%,13.33%,20.00%,13.33%,20.00%,20.00%,26.67%,13.33%,13.33%,13.33%,13.33%,13.33%,13.33%,0.00%,6.67%,0.00%,6.67%,13.33%,13.33%,13.33%,13.33%,13.33%,13.33%,20.00%
09-Jul-19,"1,977",106,41.97%,10.22%,9.12%,8.39%,6.93%,6.57%,8.03%,5.84%,5.11%,5.47%,6.57%,28.47%,4.74%,4.38%,4.01%,4.74%,4.01%,3.28%,3.65%,2.92%,3.28%,2.92%,21.90%,14.96%,13.50%,12.41%,11.31%,10.22%,10.22%,115,16,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,30.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
10-Jul-19,"1,957",120,39.77%,11.20%,8.11%,8.88%,8.88%,10.04%,9.65%,5.02%,5.41%,3.86%,6.18%,30.50%,5.02%,4.25%,5.41%,3.86%,3.09%,3.09%,2.70%,1.93%,2.70%,3.86%,21.62%,18.53%,16.60%,16.60%,11.97%,10.42%,10.42%,103,22,36.36%,0.00%,9.09%,18.18%,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,36.36%,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,0.00%,0.00%,0.00%,0.00%,27.27%,36.36%,18.18%,18.18%,9.09%,9.09%,18.18%
11-Jul-19,"1,916",48,44.90%,8.16%,11.43%,9.39%,8.16%,9.39%,7.76%,8.16%,8.57%,8.16%,8.16%,30.20%,7.76%,7.76%,5.31%,5.71%,6.53%,5.31%,5.31%,5.31%,6.12%,4.49%,26.12%,22.45%,20.82%,16.33%,16.33%,13.06%,11.02%,129,21,39.39%,12.12%,12.12%,9.09%,3.03%,9.09%,6.06%,3.03%,6.06%,9.09%,6.06%,36.36%,3.03%,6.06%,6.06%,6.06%,12.12%,9.09%,12.12%,6.06%,9.09%,9.09%,24.24%,30.30%,12.12%,9.09%,9.09%,6.06%,6.06%
12-Jul-19,"1,886",77,48.29%,11.11%,11.54%,10.26%,8.97%,9.83%,8.55%,9.83%,6.84%,7.26%,5.56%,37.61%,4.70%,6.41%,4.27%,5.13%,3.42%,3.85%,2.14%,4.70%,5.56%,4.70%,27.35%,25.64%,18.80%,19.66%,18.38%,12.82%,15.38%,126,15,31.58%,5.26%,5.26%,0.00%,5.26%,0.00%,0.00%,5.26%,5.26%,5.26%,5.26%,21.05%,5.26%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15.79%,10.53%,10.53%,15.79%,15.79%,10.53%,10.53%
13-Jul-19,"1,885",66,43.93%,16.07%,13.57%,13.57%,12.86%,11.43%,12.50%,12.50%,12.14%,11.43%,11.07%,30.71%,10.36%,10.71%,9.64%,10.00%,9.64%,8.93%,9.29%,7.86%,6.43%,7.86%,26.43%,22.14%,18.57%,18.57%,20.00%,17.50%,14.64%,127,7,37.50%,6.25%,12.50%,0.00%,0.00%,0.00%,6.25%,0.00%,0.00%,0.00%,0.00%,31.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.25%,0.00%,25.00%,18.75%,6.25%,12.50%,6.25%,6.25%,0.00%
14-Jul-19,"1,948",109,42.07%,9.31%,8.62%,8.97%,8.62%,9.66%,7.24%,6.21%,6.90%,6.55%,6.21%,31.72%,4.14%,4.83%,4.48%,4.48%,4.14%,3.45%,3.45%,2.76%,3.10%,2.41%,24.83%,22.41%,20.00%,18.62%,15.17%,12.41%,8.62%,130,15,47.06%,17.65%,17.65%,17.65%,17.65%,17.65%,17.65%,17.65%,11.76%,11.76%,17.65%,29.41%,11.76%,11.76%,11.76%,5.88%,5.88%,5.88%,5.88%,5.88%,5.88%,5.88%,29.41%,23.53%,17.65%,23.53%,23.53%,29.41%,17.65%
15-Jul-19,"1,929",89,48.96%,12.86%,11.20%,8.71%,9.13%,9.54%,7.47%,7.05%,7.05%,7.47%,4.98%,38.17%,7.47%,6.22%,7.05%,7.05%,7.05%,4.56%,4.56%,4.15%,4.98%,4.56%,25.73%,22.82%,21.16%,17.84%,15.35%,13.28%,13.69%,107,9,12.50%,37.50%,25.00%,0.00%,12.50%,0.00%,12.50%,12.50%,0.00%,0.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,0.00%,25.00%,25.00%,12.50%,37.50%,37.50%,25.00%,12.50%
16-Jul-19,"1,922",108,38.40%,6.75%,6.75%,7.59%,5.49%,5.06%,6.33%,5.91%,6.33%,5.06%,4.22%,27.85%,4.64%,4.64%,4.22%,3.80%,3.80%,4.64%,2.95%,2.95%,2.95%,2.11%,21.94%,18.14%,16.03%,13.50%,9.70%,10.13%,8.86%,112,6,37.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,6.25%,6.25%,6.25%,6.25%,0.00%,0.00%
17-Jul-19,"1,836",83,38.83%,8.74%,7.77%,8.25%,4.37%,5.83%,4.37%,5.83%,5.34%,5.34%,4.37%,22.82%,3.40%,3.40%,4.85%,1.46%,2.91%,3.40%,3.40%,3.40%,2.43%,2.43%,16.02%,18.93%,14.56%,12.62%,10.19%,9.22%,8.74%,116,18,26.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,6.67%,0.00%,0.00%,0.00%,0.00%,6.67%,0.00%,20.00%,6.67%,0.00%,0.00%,0.00%,0.00%,6.67%
18-Jul-19,"1,849",50,46.15%,12.39%,11.54%,10.26%,9.40%,10.26%,8.55%,9.40%,8.97%,8.12%,7.26%,31.62%,8.12%,5.98%,3.85%,4.27%,4.70%,5.56%,5.98%,3.85%,3.85%,5.13%,26.50%,23.93%,20.51%,17.95%,17.09%,14.53%,12.39%,127,15,40.63%,18.75%,3.13%,3.13%,0.00%,0.00%,0.00%,3.13%,3.13%,3.13%,0.00%,28.13%,3.13%,3.13%,3.13%,0.00%,0.00%,0.00%,0.00%,6.25%,3.13%,0.00%,25.00%,25.00%,18.75%,18.75%,15.63%,15.63%,9.38%
19-Jul-19,"1,770",142,44.67%,10.15%,12.18%,12.18%,9.64%,9.64%,7.11%,7.61%,5.58%,5.08%,6.09%,32.49%,5.58%,5.08%,4.06%,5.58%,3.55%,3.55%,3.55%,1.52%,3.55%,3.05%,24.37%,26.90%,16.24%,16.24%,13.20%,12.69%,11.68%,123,8,63.16%,15.79%,26.32%,31.58%,21.05%,15.79%,15.79%,10.53%,15.79%,5.26%,15.79%,36.84%,5.26%,5.26%,10.53%,0.00%,5.26%,0.00%,0.00%,0.00%,5.26%,10.53%,42.11%,15.79%,15.79%,21.05%,15.79%,10.53%,10.53%
20-Jul-19,"1,766",96,50.84%,11.34%,10.92%,12.61%,10.92%,10.92%,11.34%,8.82%,9.66%,7.14%,7.98%,34.45%,6.30%,6.30%,5.88%,5.88%,5.88%,5.88%,5.88%,5.88%,7.14%,5.88%,23.95%,23.11%,21.43%,14.71%,15.13%,13.87%,12.61%,118,30,41.67%,16.67%,8.33%,25.00%,16.67%,16.67%,8.33%,8.33%,16.67%,8.33%,8.33%,25.00%,8.33%,8.33%,8.33%,8.33%,8.33%,8.33%,8.33%,8.33%,8.33%,16.67%,25.00%,25.00%,25.00%,16.67%,8.33%,8.33%,16.67%
21-Jul-19,"1,859",186,45.53%,12.84%,12.84%,13.23%,7.78%,8.95%,8.95%,7.00%,7.39%,6.61%,6.61%,32.68%,5.84%,6.23%,3.50%,2.72%,4.67%,4.28%,4.67%,3.50%,4.28%,3.89%,30.35%,28.02%,23.35%,19.46%,20.23%,15.18%,14.01%,121,20,40.00%,15.00%,15.00%,15.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,5.00%,40.00%,5.00%,0.00%,5.00%,5.00%,10.00%,5.00%,5.00%,5.00%,10.00%,10.00%,25.00%,15.00%,15.00%,10.00%,15.00%,15.00%,15.00%
22-Jul-19,"1,764",55,42.86%,10.44%,10.44%,11.54%,10.44%,10.99%,9.89%,7.69%,7.14%,6.59%,8.24%,32.97%,6.59%,7.14%,7.69%,7.14%,6.59%,6.04%,6.04%,7.14%,6.59%,5.49%,26.37%,23.08%,23.63%,14.84%,15.38%,10.99%,12.64%,126,0,53.33%,13.33%,20.00%,13.33%,26.67%,13.33%,20.00%,13.33%,13.33%,20.00%,13.33%,40.00%,13.33%,20.00%,13.33%,13.33%,13.33%,13.33%,13.33%,13.33%,13.33%,13.33%,33.33%,33.33%,40.00%,33.33%,33.33%,26.67%,26.67%
23-Jul-19,"1,762",51,45.98%,10.27%,8.04%,9.38%,8.04%,7.59%,6.25%,4.02%,5.36%,4.02%,4.91%,31.70%,4.91%,3.57%,4.02%,3.13%,3.13%,4.02%,4.91%,3.57%,4.02%,4.02%,26.34%,18.75%,18.30%,16.07%,14.73%,12.95%,9.38%,110,22,44.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,22.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,22.22%,22.22%,11.11%,0.00%,11.11%,11.11%,11.11%
24-Jul-19,"1,741",63,42.35%,9.18%,8.67%,9.18%,9.18%,7.65%,7.14%,7.65%,4.08%,4.08%,5.10%,28.06%,5.10%,4.08%,3.06%,3.06%,3.57%,3.06%,3.57%,3.57%,2.04%,3.06%,21.43%,20.92%,16.84%,15.82%,12.76%,11.22%,13.27%,109,10,50.00%,50.00%,25.00%,25.00%,50.00%,25.00%,0.00%,25.00%,0.00%,25.00%,25.00%,50.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,50.00%,50.00%,50.00%,25.00%,50.00%
25-Jul-19,"1,694",75,36.25%,13.75%,10.63%,9.38%,6.88%,8.75%,5.00%,6.25%,6.88%,8.13%,5.63%,25.00%,5.63%,5.00%,5.00%,5.63%,4.38%,6.25%,5.63%,3.13%,5.00%,4.38%,16.25%,18.13%,14.38%,15.63%,11.25%,11.25%,11.88%,104,3,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,12.50%,0.00%,0.00%,0.00%,12.50%,0.00%,0.00%,0.00%,12.50%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,0.00%,0.00%,0.00%
26-Jul-19,"1,611",86,40.00%,12.22%,8.33%,9.44%,7.78%,8.33%,6.67%,6.11%,5.56%,7.22%,5.56%,27.78%,5.00%,3.33%,3.33%,5.00%,5.56%,7.78%,5.56%,5.00%,5.00%,4.44%,21.11%,20.00%,16.67%,14.44%,12.22%,11.11%,13.33%,107,3,45.45%,0.00%,0.00%,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,0.00%,0.00%,0.00%,36.36%,18.18%,9.09%,0.00%,0.00%,0.00%,0.00%
27-Jul-19,"1,620",108,49.13%,10.43%,10.43%,7.83%,11.30%,9.57%,6.96%,5.22%,7.39%,6.52%,6.52%,31.30%,6.96%,5.65%,5.65%,5.65%,4.78%,5.22%,6.09%,5.65%,4.78%,3.48%,28.70%,24.78%,19.13%,16.09%,17.39%,13.91%,11.74%,100,18,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%
28-Jul-19,"1,741",40,48.22%,9.09%,9.09%,6.32%,7.91%,8.30%,5.93%,5.93%,6.72%,4.35%,5.53%,32.02%,7.11%,5.14%,5.14%,3.95%,4.74%,3.56%,4.35%,4.74%,2.77%,3.16%,22.92%,20.55%,16.60%,12.65%,9.49%,10.67%,8.70%,110,0,30.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,30.00%,20.00%,0.00%,20.00%,10.00%,20.00%
29-Jul-19,"1,673",78,41.67%,9.80%,9.80%,7.84%,8.33%,10.78%,6.37%,6.86%,6.37%,5.88%,5.88%,37.75%,3.92%,3.92%,5.39%,4.90%,4.41%,3.92%,6.37%,4.41%,6.37%,6.37%,24.51%,20.10%,13.73%,13.73%,13.73%,12.75%,9.31%,116,7,26.67%,6.67%,6.67%,6.67%,20.00%,13.33%,6.67%,0.00%,6.67%,6.67%,6.67%,13.33%,20.00%,0.00%,13.33%,0.00%,6.67%,0.00%,0.00%,6.67%,0.00%,0.00%,13.33%,20.00%,13.33%,33.33%,13.33%,20.00%,6.67%
30-Jul-19,"1,658",120,47.49%,14.16%,11.87%,12.79%,11.42%,14.16%,10.96%,9.13%,7.31%,7.76%,7.31%,28.31%,5.94%,6.85%,6.85%,5.48%,5.94%,4.57%,4.11%,6.39%,6.85%,5.94%,26.03%,21.46%,18.72%,16.89%,15.53%,13.70%,16.44%,102,15,25.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
31-Jul-19,"1,693",126,38.74%,10.36%,11.26%,6.31%,9.01%,7.66%,9.01%,7.66%,7.66%,8.11%,6.31%,26.58%,6.31%,5.86%,5.86%,3.60%,3.15%,3.15%,3.15%,5.86%,3.15%,6.31%,18.02%,18.92%,17.12%,14.86%,14.41%,11.71%,11.26%,102,15,16.67%,16.67%,8.33%,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,8.33%,8.33%,8.33%,33.33%,8.33%,8.33%
01-Aug-19,"1,642",103,46.12%,9.13%,6.39%,6.85%,6.39%,5.02%,5.02%,5.48%,4.57%,5.02%,5.94%,28.31%,4.57%,4.57%,5.94%,4.57%,4.57%,3.20%,3.20%,5.02%,3.65%,2.28%,27.40%,19.18%,15.98%,13.70%,13.24%,10.50%,7.31%,97,3,45.45%,9.09%,9.09%,18.18%,18.18%,18.18%,9.09%,18.18%,9.09%,9.09%,9.09%,45.45%,18.18%,9.09%,18.18%,9.09%,18.18%,9.09%,9.09%,9.09%,18.18%,0.00%,36.36%,45.45%,27.27%,27.27%,27.27%,9.09%,9.09%
02-Aug-19,"1,644",142,45.79%,16.84%,14.21%,12.11%,10.00%,8.42%,8.95%,10.53%,8.95%,9.47%,6.84%,33.68%,6.32%,5.79%,4.74%,7.89%,7.89%,5.79%,4.74%,5.79%,5.26%,6.32%,31.58%,22.63%,18.95%,15.26%,16.32%,15.79%,14.74%,98,3,30.77%,7.69%,7.69%,7.69%,7.69%,7.69%,7.69%,7.69%,7.69%,7.69%,7.69%,23.08%,7.69%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,15.38%,7.69%,7.69%,15.38%,15.38%,7.69%,7.69%,7.69%,7.69%,7.69%
03-Aug-19,"1,609",118,40.80%,9.20%,10.00%,10.40%,10.00%,9.60%,10.40%,8.80%,8.00%,6.80%,6.40%,30.00%,8.00%,6.80%,6.00%,6.00%,6.40%,4.40%,6.40%,5.20%,4.40%,4.80%,23.60%,20.40%,16.40%,14.40%,10.00%,11.60%,11.60%,93,11,13.33%,0.00%,0.00%,0.00%,0.00%,13.33%,13.33%,13.33%,0.00%,0.00%,6.67%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.67%,0.00%,0.00%,0.00%,6.67%,13.33%,0.00%,0.00%,0.00%,6.67%,6.67%,0.00%
04-Aug-19,"1,653",126,40.48%,12.38%,9.52%,10.95%,10.48%,10.95%,10.48%,10.00%,6.19%,9.52%,7.62%,31.90%,4.76%,4.29%,2.86%,3.33%,3.33%,2.38%,2.38%,2.38%,2.86%,2.38%,22.38%,20.95%,17.62%,15.24%,15.24%,14.29%,14.29%,103,18,27.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,0.00%,0.00%,9.09%,9.09%,0.00%,9.09%,0.00%,9.09%,9.09%
05-Aug-19,"1,620",79,49.57%,13.79%,12.07%,13.36%,9.91%,12.07%,11.64%,8.19%,11.21%,10.78%,9.05%,32.33%,9.91%,9.05%,9.48%,8.19%,6.90%,8.19%,6.90%,3.88%,6.47%,5.17%,28.45%,18.97%,17.67%,15.95%,15.09%,13.36%,13.79%,95,2,13.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.67%,6.67%,0.00%,0.00%,0.00%,6.67%,0.00%
06-Aug-19,"1,663",89,36.65%,7.24%,4.98%,7.69%,6.79%,7.24%,6.33%,6.79%,4.52%,3.17%,4.07%,24.43%,3.62%,4.52%,4.07%,4.07%,4.52%,2.26%,4.07%,3.62%,3.17%,2.26%,20.36%,15.84%,16.29%,13.12%,9.95%,11.31%,10.86%,108,0,38.89%,5.56%,11.11%,5.56%,0.00%,5.56%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,5.56%,5.56%,0.00%,0.00%,5.56%,5.56%,5.56%,5.56%,0.00%,0.00%,22.22%,16.67%,16.67%,22.22%,5.56%,11.11%,11.11%
07-Aug-19,"1,672",104,46.96%,9.57%,8.70%,6.96%,6.96%,7.83%,8.26%,6.52%,8.26%,5.65%,6.52%,38.70%,4.35%,5.22%,4.78%,4.78%,3.04%,3.04%,2.17%,1.74%,3.04%,3.04%,30.87%,25.65%,20.87%,16.52%,14.78%,11.74%,10.87%,109,5,45.83%,16.67%,12.50%,20.83%,12.50%,12.50%,12.50%,16.67%,12.50%,12.50%,16.67%,25.00%,12.50%,20.83%,12.50%,8.33%,8.33%,8.33%,8.33%,8.33%,8.33%,8.33%,20.83%,29.17%,20.83%,25.00%,20.83%,12.50%,12.50%
08-Aug-19,"1,661",122,45.30%,13.25%,11.54%,9.83%,9.40%,8.12%,8.97%,9.40%,7.26%,8.55%,7.69%,29.91%,5.56%,6.84%,4.70%,3.85%,5.13%,3.85%,4.27%,3.85%,2.14%,2.14%,26.50%,25.64%,22.65%,17.95%,17.09%,12.82%,12.82%,96,8,38.46%,0.00%,7.69%,7.69%,7.69%,7.69%,15.38%,7.69%,0.00%,7.69%,7.69%,30.77%,7.69%,15.38%,7.69%,0.00%,0.00%,7.69%,7.69%,0.00%,7.69%,7.69%,23.08%,15.38%,30.77%,23.08%,7.69%,15.38%,7.69%
09-Aug-19,"1,550",85,43.48%,14.91%,12.42%,10.56%,11.80%,9.94%,8.07%,6.83%,7.45%,6.21%,7.45%,31.06%,6.83%,5.59%,3.11%,5.59%,6.83%,7.45%,6.83%,4.35%,5.59%,4.35%,29.81%,23.60%,18.01%,19.25%,16.15%,18.01%,16.15%,100,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,10.00%,0.00%,0.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,0.00%,0.00%,0.00%
10-Aug-19,"1,546",96,42.35%,9.69%,7.65%,6.63%,4.08%,4.59%,5.61%,3.57%,3.57%,3.57%,3.06%,28.57%,4.59%,4.08%,4.08%,4.59%,3.57%,2.04%,3.57%,3.06%,3.57%,3.06%,19.39%,15.31%,16.84%,17.35%,13.78%,9.18%,8.67%,94,1,60.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,10.00%,10.00%,0.00%,0.00%,0.00%,0.00%
11-Aug-19,"1,608",90,45.29%,13.45%,13.00%,11.66%,12.11%,13.45%,10.31%,9.42%,8.97%,7.17%,8.07%,34.98%,7.62%,7.62%,5.83%,8.07%,6.73%,6.73%,5.83%,4.48%,4.93%,6.28%,25.11%,20.18%,20.63%,22.42%,16.14%,16.14%,13.00%,94,1,25.00%,12.50%,12.50%,12.50%,12.50%,12.50%,12.50%,12.50%,12.50%,12.50%,12.50%,12.50%,12.50%,12.50%,12.50%,12.50%,0.00%,0.00%,0.00%,12.50%,0.00%,0.00%,12.50%,12.50%,12.50%,12.50%,12.50%,12.50%,12.50%
